TÍTULO,VINÍCULA,NOME DO PROVADOR,PONTOS,PREÇO,PAÍS
Spring Valley Vineyard 2007 Frederick Red Wine Red (Walla Walla Valley (WA)),Spring Valley Vineyard,Paul Gregutt,87,50.0,US
Brandborg 2008 Love Puppets Pinot Noir (Umpqua Valley),Brandborg,Paul Gregutt,87,30.0,US
Wrath 2013 Ex Vite Pinot Noir (Monterey),Wrath,Matt Kettmann,90,38.0,US
Artesa 2012 Limited Release Tempranillo (Alexander Valley),Artesa,Virginie Boone,90,45.0,US
Bernat 2010 Intrigue Syrah (Santa Ynez Valley),Bernat,Matt Kettmann,90,35.0,US
Brander 2013 Reserve Cabernet Sauvignon (Santa Ynez Valley),Brander,Matt Kettmann,90,50.0,US
Byington 2012 Estate Pinot Noir (Santa Cruz Mountains),Byington,Matt Kettmann,90,39.0,US
Firestone 2012 Clone 174 Syrah (Santa Ynez Valley),Firestone,Matt Kettmann,90,30.0,US
Geyser Peak 2012 Walking Tree Cabernet Sauvignon (Alexander Valley),Geyser Peak,Virginie Boone,90,30.0,US
Aubichon Cellars 2014 Reserve Pinot Noir (Willamette Valley),Aubichon Cellars,Paul Gregutt,89,50.0,US
Hilary Goldschmidt 2013 Charming Creek Cabernet Sauvignon (Oakville),Hilary Goldschmidt,Virginie Boone,89,35.0,US
Vasco Urbano 2012 Henry Hayes Ranch Syrah (Livermore Valley),Vasco Urbano,Jim Gordon,90,42.0,US
Wargin Wines 2013 Nesserre Vineyards Pinot Gris (California),Wargin Wines,Jim Gordon,90,24.0,US
Jamieson Ranch 2012 Whiplash Zinfandel (Lodi),Jamieson Ranch,Jim Gordon,90,15.0,US
12C Wines 2012 Beckstoffer Vineyard  Georges III Cabernet Sauvignon (Rutherford),12C Wines,Virginie Boone,90,75.0,US
Andis 2012 The Toy Vineyard Primitivo (Amador County),Andis,Jim Gordon,90,26.0,US
Brewer-Clifton 2012 3-D Sparkling Chardonnay (Sta. Rita Hills),Brewer-Clifton,Matt Kettmann,90,68.0,US
Sojourn 2013 Rodgers Creek Vineyard Pinot Noir (Sonoma Coast),Sojourn,Virginie Boone,90,48.0,US
Challenger Ridge 2010 Baker Lake Lawrence Vineyard Syrah (Columbia Valley (WA)),Challenger Ridge,Paul Gregutt,84,25.0,US
Margerum 2014 D Sauvignon Blanc (Happy Canyon of Santa Barbara),Margerum,Matt Kettmann,90,36.0,US
Martin Ray 2013 Simpson Ridge Cabernet Sauvignon (Dry Creek Valley),Martin Ray,Virginie Boone,90,65.0,US
MCV 2013 1105 Red (Paso Robles),MCV,Matt Kettmann,90,48.0,US
Merry Cellars 2013 Seven Hills Vineyard Malbec (Walla Walla Valley (WA)),Merry Cellars,Sean P. Sullivan,90,46.0,US
Monticello Vineyards 2012 Estate Grown Cabernet Franc (Oak Knoll District),Monticello Vineyards,Virginie Boone,90,42.0,US
"Naggiar 2013 Estate Grown, Produced and Bottled Malbec (Sierra Foothills)",Naggiar,Jim Gordon,90,24.0,US
Ousterhout 2012 Nance's Vineyard Zinfandel (Alexander Valley),Ousterhout,Virginie Boone,90,39.0,US
Quivira 2013 Montepulciano-Sangiovese Red (Dry Creek Valley),Quivira,Virginie Boone,90,38.0,US
Row Eleven 2013 Dutton Sanchietti Pinot Noir (Russian River Valley),Row Eleven,Virginie Boone,90,30.0,US
Stolpman 2013 La Croce Sangiovese-Syrah (Ballard Canyon),Stolpman,Matt Kettmann,90,66.0,US
Adair Bachman 2014 Rose & Thistle Rosé (Napa Valley),Adair Bachman,Virginie Boone,90,35.0,US
Buena Vista 2013 Geza's Selection Pinot Noir (Sonoma Coast),Buena Vista,Virginie Boone,90,48.0,US
Black Stallion 2014 Limited Release Syrah Rosé (Oak Knoll District),Black Stallion,Virginie Boone,87,26.0,US
Vinum 2013 The Insider Cabernet Sauvignon (Paso Robles),Vinum,Matt Kettmann,87,18.0,US
Von Holt 2013 Sonoma Coast Blend Pinot Noir (Sonoma Coast),Von Holt,Virginie Boone,87,32.0,US
Silver Spur 2014 Limited Production Sauvignon Blanc (Napa Valley),Silver Spur,Virginie Boone,87,30.0,US
The Counselor 2012 River Pass Vineyard Cabernet Sauvignon (Alexander Valley),The Counselor,Virginie Boone,87,35.0,US
Joullian 2014 Family Reserve Sauvignon Blanc (Carmel Valley),Joullian,Matt Kettmann,87,26.0,US
Tagaris 2006 Alice Vineyard Malbec (Wahluke Slope),Tagaris,Paul Gregutt,89,30.0,US
JLC 2004 Palette Red Table Wine Red (Walla Walla Valley (WA)),JLC,Paul Gregutt,89,22.0,US
Buty 2006 Sémillon-Sauvignon Blanc White (Columbia Valley (WA)),Buty,Paul Gregutt,92,25.0,US
DeLille 2005 D2 Red (Columbia Valley (WA)),DeLille,Paul Gregutt,92,38.0,US
Foley 2012 Bar Lazy S Ranch Chardonnay (Sta. Rita Hills),Foley,Matt Kettmann,91,45.0,US
Gary Farrell 2012 Stiling Vineyard Pinot Noir (Russian River Valley),Gary Farrell,Virginie Boone,91,55.0,US
Giornata 2011 Luna Matta Vineyard Nebbiolo (Paso Robles),Giornata,Matt Kettmann,91,45.0,US
Analemma 2012 Oak Ridge Vineyard Pinot Noir (Columbia Gorge (WA)),Analemma,Sean P. Sullivan,91,25.0,US
Aver Family Vineyards 2011 Blessings Petite Sirah (Santa Clara Valley),Aver Family Vineyards,Matt Kettmann,91,45.0,US
Nickel & Nickel 2012 Hayne Vineyard Cabernet Sauvignon (St. Helena),Nickel & Nickel,Virginie Boone,91,105.0,US
kukkula 2013 Aatto Red (Adelaida District),kukkula,Matt Kettmann,90,40.0,US
Le Vigne 2013 Nikiara Red (Paso Robles),Le Vigne,Matt Kettmann,90,42.0,US
Lorenzi Estate 2012 Old Vine Lopez Ranch Zinfandel (Temecula Valley),Lorenzi Estate,Matt Kettmann,90,65.0,US
Willamette Valley Vineyards 2015 Whole Cluster Pinot Noir (Willamette Valley),Willamette Valley Vineyards,Paul Gregutt,90,22.0,US
Trefethen 2015 Dry Riesling (Oak Knoll District),Trefethen,Virginie Boone,90,25.0,US
Grey Wolf Cellars 2013 Soulmate Red (Paso Robles),Grey Wolf Cellars,Matt Kettmann,90,36.0,US
Grgich Hills 2012 Estate Grown Zinfandel (Napa Valley),Grgich Hills,Virginie Boone,90,36.0,US
Halter Ranch 2013 Ancestor Estate Reserve Estate Bottled Red (Adelaida District),Halter Ranch,Matt Kettmann,90,55.0,US
Joleté 2013 Olson Vineyard Cabernet Sauvignon (Dry Creek Valley),Joleté,Virginie Boone,90,28.0,US
Andrew Murray 2013 Esperance Curtis Vineyard Red (Santa Ynez Valley),Andrew Murray,Matt Kettmann,90,36.0,US
Casa Dumetz 2014 Flower & VIne Grenache (Santa Barbara County),Casa Dumetz,Matt Kettmann,90,42.0,US
Calendar Girl 2009 Bodacious Brunette Red (Columbia Valley (WA)),Calendar Girl,Paul Gregutt,85,18.0,US
Kana 2012 Katie Mae Zillah Ranch Vineyard Riesling (Yakima Valley),Kana,Paul Gregutt,85,14.0,US
McConnell Estates Winery 2008 Wackman Ranch Zinfandel (Lodi),McConnell Estates Winery,Virginie Boone,84,18.0,US
Manzoni 2015 Pedregal Vineyard Rose of Pinot Noir (San Benito County),Manzoni,Matt Kettmann,87,23.0,US
Turkovich NV Rosé Sparkling (Yolo County),Turkovich,Jim Gordon,87,32.0,US
Oak Ridge 2014 OZV Old Vine Zinfandel (Lodi),Oak Ridge,Jim Gordon,87,14.0,US
Gård 2016 Grand Klasse Reserve Grenache Lawrence Vineyards Rosé (Columbia Valley (WA)),Gård,Sean P. Sullivan,88,22.0,US
MacLeod 2016 Marie's Cuvée Sauvignon Blanc (Sonoma Valley),MacLeod,Virginie Boone,88,28.0,US
Rôtie Cellars 2015 Southern Blend Red (Washington),Rôtie Cellars,Sean P. Sullivan,88,48.0,US
Stag's Leap Wine Cellars 2015 Karia Chardonnay (Napa Valley),Stag's Leap Wine Cellars,Virginie Boone,88,34.0,US
Tempus Cellars 2015 Evergreen Vineyard Riesling (Ancient Lakes),Tempus Cellars,Sean P. Sullivan,88,18.0,US
Alma de Cattleya 2016 Alma de Cattleya Rose of Pinot Noir (Sonoma County),Alma de Cattleya,Matt Kettmann,88,20.0,US
Ambassador Vineyard 2014 Estate Grown Diplomat Red (Red Mountain),Ambassador Vineyard,Sean P. Sullivan,88,40.0,US
Barrister 2013 Dionysus Vineyard Petit Verdot (Columbia Valley (WA)),Barrister,Sean P. Sullivan,88,39.0,US
Buty 2015 Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),Buty,Sean P. Sullivan,88,42.0,US
"Concannon 2009 Selected Vineyards, Central Coast Pinot Noir (Livermore Valley)",Concannon,Virginie Boone,84,10.0,US
Olabisi 2006 King Vineyard Syrah (Suisun Valley),Olabisi,Virginie Boone,84,30.0,US
Martin Ranch 2013 J.D. Hurley Sauvignon Blanc (Central Coast),Martin Ranch,Matt Kettmann,85,18.0,US
Derby 2013 Derby Vineyard Albariño (Paso Robles),Derby,Matt Kettmann,87,24.0,US
Vinum 2014 Wanted: Red Dirt Red (Paso Robles),Vinum,Matt Kettmann,87,18.0,US
Woodstock Collection NV Honey Pie White (California),Woodstock Collection,Matt Kettmann,87,32.0,US
Frei Brothers 2013 Reserve Cabernet Sauvignon (Alexander Valley),Frei Brothers,Virginie Boone,87,27.0,US
Camaraderie 2013 Crawford Vineyard Malbec (Yakima Valley),Camaraderie,Sean P. Sullivan,87,28.0,US
Sokol Blosser 2012 Goosepen Block Pinot Noir (Dundee Hills),Sokol Blosser,Paul Gregutt,90,80.0,US
Spring Mountain Vineyard 2012 Estate Bottled Sauvignon Blanc (Napa Valley),Spring Mountain Vineyard,Virginie Boone,90,40.0,US
Tablas Creek 2012 Côtes de Tablas Estate Grown & Bottled Red (Paso Robles),Tablas Creek,Matt Kettmann,90,35.0,US
Hall 2011 Ellie's Cabernet Sauvignon (Napa Valley),Hall,Virginie Boone,90,80.0,US
Arrowood 2012 Saralee's Vineyard Viognier (Russian River Valley),Arrowood,Virginie Boone,90,30.0,US
Brandlin 2011 Estate Grown Cabernet Sauvignon (Mount Veeder),Brandlin,Virginie Boone,90,60.0,US
Buena Vista 2013 The Count's Selection Pinot Gris (Sonoma Valley),Buena Vista,Virginie Boone,90,25.0,US
Marimar Estate 2012 Doña Margarita Vineyard Mas Cavalls Unfiltered Estate Grown & Bottled Pinot Noir (Sonoma Coast),Marimar Estate,Virginie Boone,90,44.0,US
Marimar Estate 2013 Don Miguel Vineyard Estate Grown & Bottled Albariño (Russian River Valley),Marimar Estate,Virginie Boone,90,32.0,US
Willamette Valley Vineyards 2012 Whole Cluster Pinot Noir (Willamette Valley),Willamette Valley Vineyards,Paul Gregutt,86,22.0,US
Gresser NV Recumbent Red (Oregon),Gresser,Paul Gregutt,86,20.0,US
La Montagne 2012 John Sebastiano Vineyard Pinot Noir (Sta. Rita Hills),La Montagne,Matt Kettmann,92,50.0,US
Testarossa 2012 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),Testarossa,Matt Kettmann,92,61.0,US
Davis Family 2012 Horseshoe Bend Vineyard Pinot Noir (Russian River Valley),Davis Family,Virginie Boone,92,50.0,US
Clos La Chance 2012 Murphy's Choice Pinot Noir (Santa Cruz Mountains),Clos La Chance,Matt Kettmann,92,50.0,US
Fulcrum 2012 Gap's Crown Vineyard Pinot Noir (Sonoma Coast),Fulcrum,Virginie Boone,92,60.0,US
Gainey 2012 Limited Selection Pinot Noir (Sta. Rita Hills),Gainey,Matt Kettmann,92,55.0,US
Dominio IV 2006 Tango Estate Reserve Tempranillo (Columbia Gorge (OR)),Dominio IV,Sean P. Sullivan,92,42.0,US
Elk Cove 2012 Five Mountain Pinot Noir (Willamette Valley),Elk Cove,Paul Gregutt,92,60.0,US
Equinox 1998 Blanc De Blanc Chardonnay (Santa Cruz Mountains),Equinox,Matt Kettmann,92,100.0,US
Fess Parker 2012 Ashley's Pinot Noir (Sta. Rita Hills),Fess Parker,Matt Kettmann,92,50.0,US
Seven Hills 2012 McClellan Estate Vineyard Reserve Malbec (Walla Walla Valley (OR)),Seven Hills,Paul Gregutt,92,45.0,US
Dante Robere 2013 Dante's Inferno Red (California),Dante Robere,Jim Gordon,87,36.0,US
EOS 2013 Estate Zinfandel (Paso Robles),EOS,Matt Kettmann,87,18.0,US
Fess Parker 2013 Pommard Clone Pinot Noir (Sta. Rita Hills),Fess Parker,Matt Kettmann,87,55.0,US
Valley View 2011 Pioneer Label Tempranillo (Oregon),Valley View,Paul Gregutt,87,35.0,US
Buehler 2013 Estate Cabernet Sauvignon (Napa Valley),Buehler,Virginie Boone,87,36.0,US
Longevity 2011 deb-ru-vée Red (California),Longevity,Jim Gordon,87,36.0,US
j.brix 2013 The Augur Kick On Ranch Vineyard Riesling (Santa Barbara County),j.brix,Matt Kettmann,88,25.0,US
Jada Vineyard & Winery 2014 1149 Rosé of Mourvèdre (Paso Robles Willow Creek District),Jada Vineyard & Winery,Matt Kettmann,88,25.0,US
Jarvis 2012 Will Jarvis' Science Project Red (Napa Valley),Jarvis,Virginie Boone,88,135.0,US
Landmark 2012 Rayhill Vineyard Pinot Noir (Sonoma Coast),Landmark,Virginie Boone,88,60.0,US
Longplay 2012 Lia's Vineyard Pinot Noir (Chehalem Mountains),Longplay,Paul Gregutt,88,27.0,US
Lumos 2014 Chiquita Pinot Noir Rosé (Willamette Valley),Lumos,Paul Gregutt,88,22.0,US
Bailiwick 2012 Silver Pines Vineyard Pinot Noir (Sonoma Mountain),Bailiwick,Virginie Boone,87,38.0,US
Chateau St. Jean 2013 Sonoma Estates Pinot Noir (Sonoma Coast),Chateau St. Jean,Virginie Boone,87,25.0,US
Cinnabar 2013 Mercury Rising Red (California),Cinnabar,Jim Gordon,87,22.0,US
Courtney Benham 2012 Reserve Cabernet Sauvignon (Diamond Mountain District),Courtney Benham,Virginie Boone,87,40.0,US
Williams Selyem 2012 Bucher Vineyard Pinot Noir (Russian River Valley),Williams Selyem,Virginie Boone,97,59.0,US
Darioush 2011 Signature Series Cabernet Sauvignon (Napa Valley),Darioush,Virginie Boone,96,95.0,US
The Eyrie Vineyards 2012 Original Vines Estate Pinot Noir (Dundee Hills),The Eyrie Vineyards,Paul Gregutt,96,85.0,US
Domaine Drouhin Oregon 2011 Édition Limitée Pinot Noir (Dundee Hills),Domaine Drouhin Oregon,Paul Gregutt,96,85.0,US
Williams Selyem 2012 Drake Estate Vineyard Chardonnay (Russian River Valley),Williams Selyem,Virginie Boone,96,65.0,US
Darioush 2011 Signature Series Shiraz (Napa Valley),Darioush,Virginie Boone,95,74.0,US
Domaine Drouhin Oregon 2012 Édition Limitée Chardonnay (Dundee Hills),Domaine Drouhin Oregon,Paul Gregutt,95,65.0,US
Shea 2012 Shea Vineyard Homer Pinot Noir (Willamette Valley),Shea,Paul Gregutt,95,86.0,US
Williams Selyem 2012 Williams Selyem Estate Vineyard Pinot Noir (Russian River Valley),Williams Selyem,Virginie Boone,95,105.0,US
Williams Selyem 2012 Rochioli Riverblock Vineyard Pinot Noir (Russian River Valley),Williams Selyem,Virginie Boone,95,79.0,US
Sineann 2013 Old Vine Zinfandel (Columbia Gorge (OR)),Sineann,Paul Gregutt,95,39.0,US
Hanzell 2012 Ramos Vineyard Chardonnay (Sonoma Valley),Hanzell,Virginie Boone,95,78.0,US
Williams Selyem 2012 Hirsch Vineyard Pinot Noir (Sonoma Coast),Williams Selyem,Virginie Boone,95,78.0,US
Williams Selyem 2012 Allen Vineyard Chardonnay (Russian River Valley),Williams Selyem,Virginie Boone,95,55.0,US
Laetitia 2012 La Colline Single Vineyard Pinot Noir (Arroyo Grande Valley),Laetitia,Matt Kettmann,95,60.0,US
Trotter 1/16 2013 Oak Canyon Ranch Cabernet Sauvignon (Napa Valley),Trotter 1/16,Virginie Boone,88,75.0,US
J. Moss Wines 2012 Spicer Vineyard Cabernet Sauvignon (Stags Leap District),J. Moss Wines,Virginie Boone,88,70.0,US
Duckhorn 2013 Rector Creek Vineyard Merlot (Napa Valley),Duckhorn,Virginie Boone,88,95.0,US
Proulx 2015 Willow Creek Farm Rose of Mission (Paso Robles),Proulx,Matt Kettmann,88,18.0,US
Sean Minor 2013 Nicole Marie Red (Napa Valley),Sean Minor,Virginie Boone,88,22.0,US
Tempus Cellars 2014 Evergreen Vineyard Riesling (Ancient Lakes),Tempus Cellars,Sean P. Sullivan,88,18.0,US
Novelty Hill 2013 Stillwater Creek Vineyard Sangiovese (Columbia Valley (WA)),Novelty Hill,Sean P. Sullivan,88,28.0,US
Pech Merle 2015 Ivy Rosé of Syrah (Sonoma County),Pech Merle,Virginie Boone,88,23.0,US
Januik 2013 Klipsun Vineyard Merlot (Red Mountain),Januik,Sean P. Sullivan,88,30.0,US
Kenwood 2013 Estate Vineyard Merlot (Sonoma Valley),Kenwood,Virginie Boone,88,26.0,US
Newhouse Family 2013 Cottontop Aligoté (Snipes Mountain),Newhouse Family,Sean P. Sullivan,87,36.0,US
14 Hands 2013 Hot to Trot White (Washington),14 Hands,Sean P. Sullivan,87,10.0,US
Ancestry 2014 Réjouissant Sauvignon Blanc (Columbia Valley (WA)),Ancestry,Sean P. Sullivan,87,18.0,US
Ancestry 2014 Reunion Chardonnay (Columbia Valley (WA)),Ancestry,Sean P. Sullivan,87,25.0,US
Ancient Peaks 2014 Santa Margarita Ranch Sauvignon Blanc (Paso Robles),Ancient Peaks,Matt Kettmann,87,15.0,US
Benessere 2014 Estate St. Helena Vineyard Rosato di Sangiovese (Napa Valley),Benessere,Virginie Boone,87,18.0,US
Summit Lake 2010 Sophia Lynn Estate Petite Sirah (Howell Mountain),Summit Lake,Virginie Boone,87,55.0,US
Chesebro 2011 Cedar Lane Pinot Noir (Arroyo Seco),Chesebro,Matt Kettmann,87,23.0,US
Cosa Obra 2014 Rosé of Pinot Noir (Sonoma County),Cosa Obra,Virginie Boone,87,18.0,US
Cosentino 2013 The Chard Chardonnay (Lodi),Cosentino,Jim Gordon,87,15.0,US
Clos Pegase 2010 Mitsuko's Vineyard Merlot (Carneros),Clos Pegase,Virginie Boone,86,35.0,US
Gresser 2012 Vineyard Select Pinot Noir (Chehalem Mountains),Gresser,Paul Gregutt,86,32.0,US
Rodney Strong 2012 Symmetry Meritage (Alexander Valley),Rodney Strong,Virginie Boone,86,55.0,US
Cedarville Vineyard 2009 Estate Bottled Grenache (El Dorado),Cedarville Vineyard,Virginie Boone,92,25.0,US
Ross Andrew 2009 Boushey Vineyard Syrah (Columbia Valley (WA)),Ross Andrew,Paul Gregutt,92,34.0,US
Tamarack Cellars 2007 Sagemoor Vineyards Reserve Red (Columbia Valley (WA)),Tamarack Cellars,Paul Gregutt,92,50.0,US
Tranche 2007 Estate Cabernet Sauvignon (Walla Walla Valley (WA)),Tranche,Paul Gregutt,92,40.0,US
Keller 2014 La Cruz Vineyard Pinot Gris (Sonoma Coast),Keller,Virginie Boone,88,30.0,US
Left Coast Cellars 2016 White Pinot Noir (Willamette Valley),Left Coast Cellars,Paul Gregutt,88,24.0,US
Lost Canyon 2014 Morelli Lane Vineyard Pinot Noir (Russian River Valley),Lost Canyon,Virginie Boone,88,45.0,US
Materra Cunat Family Vineyards 2013 Reserve Cabernet Sauvignon (Diamond Mountain District),Materra Cunat Family Vineyards,Virginie Boone,88,85.0,US
Mirabelle NV Mirabelle Brut Rosé Sparkling (North Coast),Mirabelle,Jim Gordon,88,30.0,US
Rainstorm 2016 Silver Linings Pinot Noir Rosé (Oregon),Rainstorm,Paul Gregutt,88,17.0,US
Canoe Ridge 2014 Reserve Cabernet Sauvignon (Horse Heaven Hills),Canoe Ridge,Sean P. Sullivan,88,22.0,US
Ryan Patrick 2009 Naked Chardonnay (Columbia Valley (WA)),Ryan Patrick,Paul Gregutt,88,11.0,US
Fenestra 2015 Silvaspoons Vineyard Verdelho (Lodi),Fenestra,Jim Gordon,89,17.0,US
Fielding Hills 2014 Estate Riverbend Vineyard Syrah (Wahluke Slope),Fielding Hills,Sean P. Sullivan,89,42.0,US
Guardian 2014 The Rookie Cabernet Sauvignon (Red Mountain),Guardian,Sean P. Sullivan,89,50.0,US
Qupé 2015 Y Block Chardonnay (Santa Barbara County),Qupé,Matt Kettmann,89,20.0,US
Record Family Wines 2014 Reserve Syrah (Paso Robles),Record Family Wines,Matt Kettmann,89,35.0,US
Sculpterra 2014 Estate Cabernet Sauvignon (Paso Robles),Sculpterra,Matt Kettmann,89,34.0,US
Syncline 2016 McKinley Springs Vineyard Rosé (Horse Heaven Hills),Syncline,Sean P. Sullivan,89,24.0,US
The Walls 2015 Martin's Gold French Creek Vineyard Chardonnay (Yakima Valley),The Walls,Sean P. Sullivan,89,36.0,US
Ardor 2016 Painted Hills Vineyard Rosé (Yakima Valley),Ardor,Sean P. Sullivan,89,19.0,US
Schug 2013 Heritage Reserve Pinot Noir (Carneros),Schug,Virginie Boone,90,40.0,US
Two Sisters 2014 Lindsay's Vineyard Pinot Noir (Sta. Rita Hills),Two Sisters,Matt Kettmann,90,75.0,US
E16 2014 Bacigalupi Vineyard Chardonnay (Russian River Valley),E16,Virginie Boone,90,44.0,US
Marshall Davis 2014 Seven Hills Vineyard Cabernet Sauvignon (Walla Walla Valley (OR)),Marshall Davis,Sean P. Sullivan,90,36.0,US
Omero 2014 Ribbon Ridge Pinot Noir (Ribbon Ridge),Omero,Paul Gregutt,90,35.0,US
Parmeson 2014 Josephine Hill Vineyard Chardonnay (Russian River Valley),Parmeson,Virginie Boone,90,35.0,US
Reasons 2008 New Moon Syrah (Horse Heaven Hills),Reasons,Paul Gregutt,91,35.0,US
Brian Carter Cellars 2006 Solesce Red (Yakima Valley),Brian Carter Cellars,Paul Gregutt,91,50.0,US
Brian Carter Cellars 2007 Le Coursier Red (Columbia Valley (WA)),Brian Carter Cellars,Paul Gregutt,91,30.0,US
Trinitas 2010 Old Vine Petite Sirah (Contra Costa County),Trinitas,Virginie Boone,86,35.0,US
Willamette Valley Vineyards 2010 Elton Pinot Noir (Eola-Amity Hills),Willamette Valley Vineyards,Paul Gregutt,86,45.0,US
Torii Mor 2010 La Colina Vineyard Pinot Noir (Dundee Hills),Torii Mor,Paul Gregutt,86,55.0,US
Januik 2014 Ciel du Cheval Vineyard Cabernet Sauvignon (Red Mountain),Januik,Sean P. Sullivan,90,45.0,US
Lobo Hills 2016 Inland Desert Auxerrois (Yakima Valley),Lobo Hills,Sean P. Sullivan,90,22.0,US
Marimar Estate 2016 Don Miguel Vineyard Albariño (Russian River Valley),Marimar Estate,Virginie Boone,90,35.0,US
Martin Ranch 2013 Thérèse Vineyards Victoria Denice Vineyard Carignane (Santa Clara Valley),Martin Ranch,Matt Kettmann,90,29.0,US
Novelty Hill 2014 Stillwater Creek Vineyard Syrah (Columbia Valley (WA)),Novelty Hill,Sean P. Sullivan,90,28.0,US
Novelty Hill 2015 Stillwater Creek Vineyard Sauvignon Blanc (Columbia Valley (WA)),Novelty Hill,Sean P. Sullivan,90,20.0,US
Amor Fati 2015 Murmur Vineyard Chardonnay (Santa Maria Valley),Amor Fati,Matt Kettmann,90,60.0,US
Demetria 2014 Cuvée Sandre Pinot Noir (Sta. Rita Hills),Demetria,Matt Kettmann,94,68.0,US
Frank Family 2013 Reserve Cabernet Sauvignon (Rutherford),Frank Family,Virginie Boone,94,95.0,US
Ponzi 2014 Abetina Pinot Noir (Willamette Valley),Ponzi,Paul Gregutt,94,105.0,US
King Estate 2014 Domaine Pinot Noir (Willamette Valley),King Estate,Paul Gregutt,93,70.0,US
Patricia Green Cellars 2015 Medici Vineyard Pinot Noir (Chehalem Mountains),Patricia Green Cellars,Paul Gregutt,93,48.0,US
The Calling 2014 Sullivan Vineyard Dutton Ranch Chardonnay (Russian River Valley),The Calling,Virginie Boone,93,51.0,US
Babcock 2015 Top Cream Babcock Vineyard Chardonnay (Sta. Rita Hills),Babcock,Matt Kettmann,93,45.0,US
Nicora 2014 Bien Nacido Vineyard Syrah (Santa Maria Valley),Nicora,Matt Kettmann,93,55.0,US
Ponzi 2014 Reserve Chardonnay (Willamette Valley),Ponzi,Paul Gregutt,93,40.0,US
Challen 2013 Jasper Pinot Noir (Santa Maria Valley),Challen,Matt Kettmann,93,85.0,US
Cherry Pie 2014 Rogers Creek Pinot Noir (Sonoma Coast),Cherry Pie,Virginie Boone,93,60.0,US
Domaine Serene 2014 Récolte Grand Cru Chardonnay (Dundee Hills),Domaine Serene,Paul Gregutt,93,125.0,US
Grgich Hills 2014 Paris Tasting Commemorative Estate Grown Chardonnay (Napa Valley),Grgich Hills,Virginie Boone,93,94.0,US
Harney Lane 2014 Scottsdale Vineyard Zinfandel (Lodi),Harney Lane,Jim Gordon,93,34.0,US
Schramsberg 2012 Schwarze Vineyard Brut Sparkling (Carneros),Schramsberg,Virginie Boone,93,80.0,US
The Bridge 2014 A Ken Forrester Wine Farrow Ranch Cabernet Sauvignon (Alexander Valley),The Bridge,Virginie Boone,93,100.0,US
Heaven's Cave 2008 Alder Ridge Vineyard Inspiration Merlot (Horse Heaven Hills),Heaven's Cave,Paul Gregutt,82,24.0,US
Abeja 2007 Reserve Cabernet Sauvignon (Columbia Valley (WA)),Abeja,Paul Gregutt,97,85.0,US
